,keys
1092,http://howto100m.inria.fr/dataset/bsKw0bxheCk.mp4
1093,http://howto100m.inria.fr/dataset/D4zWkPpecx4.mp4
1094,http://howto100m.inria.fr/dataset/OwzT431malM.mp4
1095,http://howto100m.inria.fr/dataset/pcPOWp8xFN4.webm
1096,http://howto100m.inria.fr/dataset/jD2aNZ8HFcU.webm
1097,http://howto100m.inria.fr/dataset/uaAUZH5JJ6s.mp4
1098,http://howto100m.inria.fr/dataset/F2WGg6Pt4DI.mp4
1099,http://howto100m.inria.fr/dataset/jTVIyOO7Zjw.webm
1100,http://howto100m.inria.fr/dataset/Ci9pl1hbQQw.mp4
1101,http://howto100m.inria.fr/dataset/84w5NuYEOiE.mp4
1102,http://howto100m.inria.fr/dataset/NHZ9syjRwF4.webm
1103,http://howto100m.inria.fr/dataset/Wk8fHjgGRUw.mp4
1104,http://howto100m.inria.fr/dataset/cTN6ptVVncc.mp4
1105,http://howto100m.inria.fr/dataset/C8R4HpD9PKo.mp4
1106,http://howto100m.inria.fr/dataset/yzoPioOiGdA.mp4
1107,http://howto100m.inria.fr/dataset/ytTrskNqJLA.mp4
1108,http://howto100m.inria.fr/dataset/bV3MFJQypsw.mp4
1109,http://howto100m.inria.fr/dataset/IFG4bCq8SJo.mp4
1110,http://howto100m.inria.fr/dataset/Y-ggOzMn45k.webm
1111,http://howto100m.inria.fr/dataset/Eu0i4wV07-A.webm
1112,http://howto100m.inria.fr/dataset/SL8o38x0n3s.mp4
1113,http://howto100m.inria.fr/dataset/P2B9Mr4kWJg.mp4
1114,http://howto100m.inria.fr/dataset/EWQrgK4BQ8M.webm
1115,http://howto100m.inria.fr/dataset/12vG6D8g2gE.mp4
1116,http://howto100m.inria.fr/dataset/egDRZnLUf8s.mp4
1117,http://howto100m.inria.fr/dataset/oKredU8A08I.mp4
1118,http://howto100m.inria.fr/dataset/yg8UvfROy8Q.mp4
1119,http://howto100m.inria.fr/dataset/0lMpg9qe7OQ.webm
1120,http://howto100m.inria.fr/dataset/mw0XOcNvGG8.webm
1121,http://howto100m.inria.fr/dataset/_BNK_VfTlyU.mp4
1122,http://howto100m.inria.fr/dataset/ShZl1M6Oq50.mp4
1123,http://howto100m.inria.fr/dataset/2WPnycuBdkg.mp4
1124,http://howto100m.inria.fr/dataset/ZrSOlq7shSg.mp4
1125,http://howto100m.inria.fr/dataset/fbnfgOJ9VXc.webm
1126,http://howto100m.inria.fr/dataset/mYy2uiK6T94.webm
1127,http://howto100m.inria.fr/dataset/v9miH7Bk0RU.webm
1128,http://howto100m.inria.fr/dataset/naJQIUoalyA.mp4
1129,http://howto100m.inria.fr/dataset/vCc9iO4PvTM.mp4
1130,http://howto100m.inria.fr/dataset/YxM31XEOitE.mp4
1131,http://howto100m.inria.fr/dataset/oqI_TS8WacM.mp4
1132,http://howto100m.inria.fr/dataset/08fdFpgtMtw.mp4
1133,http://howto100m.inria.fr/dataset/CQerc94aVhw.mp4
1134,http://howto100m.inria.fr/dataset/QsZ7x1DFXlo.mp4
1135,http://howto100m.inria.fr/dataset/B4iisRqpNPU.mp4
1136,http://howto100m.inria.fr/dataset/eKp1XmDInjc.webm
1137,http://howto100m.inria.fr/dataset/9ir9xh1U-Dc.mp4
1138,http://howto100m.inria.fr/dataset/2osShaX-gWQ.mp4
1139,http://howto100m.inria.fr/dataset/MEbf3e6qRaw.mp4
1140,http://howto100m.inria.fr/dataset/B-PsDVDnLkY.webm
1141,http://howto100m.inria.fr/dataset/yNnt8BgRnCc.webm
1142,http://howto100m.inria.fr/dataset/-ce72pQMS5M.mp4
1143,http://howto100m.inria.fr/dataset/4t4iDLs10NQ.mp4
1144,http://howto100m.inria.fr/dataset/2cg0DLvbGHw.mp4
1145,http://howto100m.inria.fr/dataset/KAW5-UxsXAM.webm
1146,http://howto100m.inria.fr/dataset/7qSW4gH73AI.webm
1147,http://howto100m.inria.fr/dataset/NFvWyEc20Io.mp4
1148,http://howto100m.inria.fr/dataset/Dz83H4O58ns.webm
1149,http://howto100m.inria.fr/dataset/nbg7okDOYEw.mp4
1150,http://howto100m.inria.fr/dataset/SOC5KeUZDns.mp4
1151,http://howto100m.inria.fr/dataset/R8YIZEJIPpQ.mp4
1152,http://howto100m.inria.fr/dataset/PT_sYgzOF54.mp4
1153,http://howto100m.inria.fr/dataset/H4Nu46R6Qgs.mp4
1154,http://howto100m.inria.fr/dataset/bNWYwcUaO1U.mp4
1155,http://howto100m.inria.fr/dataset/e-MK-CIHBlY.mp4
1156,http://howto100m.inria.fr/dataset/pIl6r_4yKp4.mp4
1157,http://howto100m.inria.fr/dataset/vmCFHL92xzg.mp4
1158,http://howto100m.inria.fr/dataset/OEHq_g5sXoU.mp4
1159,http://howto100m.inria.fr/dataset/vRTNu-8026k.mp4
1160,http://howto100m.inria.fr/dataset/rC2COa3XLGE.mp4
1161,http://howto100m.inria.fr/dataset/Yh93rrsGa5s.mp4
1162,http://howto100m.inria.fr/dataset/4cCbU76nIxU.mp4
1163,http://howto100m.inria.fr/dataset/x-tU_gIW_-k.mp4
1164,http://howto100m.inria.fr/dataset/fb2OTSgmi2Q.mp4
1165,http://howto100m.inria.fr/dataset/AXFQjpOvO90.mp4
1166,http://howto100m.inria.fr/dataset/BgHYEqL64FY.mp4
1167,http://howto100m.inria.fr/dataset/PvgKpbteiJE.webm
1168,http://howto100m.inria.fr/dataset/C7wfh4UXWHA.mp4
1169,http://howto100m.inria.fr/dataset/M2RWov6B7pg.webm
1170,http://howto100m.inria.fr/dataset/b3b-RlNC8Ew.mp4
1171,http://howto100m.inria.fr/dataset/Yh9g3NTP2l0.webm
1172,http://howto100m.inria.fr/dataset/0KTv2cBtX9s.mp4
1173,http://howto100m.inria.fr/dataset/lSRrVuVfZKk.mp4
1174,http://howto100m.inria.fr/dataset/ilUz3XS-A3E.mp4
1175,http://howto100m.inria.fr/dataset/2UdB9sP7gOM.mp4
1176,http://howto100m.inria.fr/dataset/TLVxrFYzzFE.mp4
1177,http://howto100m.inria.fr/dataset/Cvz9hu0zD10.mp4
1178,http://howto100m.inria.fr/dataset/5bT70qjt4k0.webm
1179,http://howto100m.inria.fr/dataset/PNgLZxRiUmM.mp4
1180,http://howto100m.inria.fr/dataset/qa_vTjNPmuY.mp4
1181,http://howto100m.inria.fr/dataset/4y-zgA15PTc.mp4
1182,http://howto100m.inria.fr/dataset/jw1GuuY58Tg.mp4
1183,http://howto100m.inria.fr/dataset/Jhn9VOmlAmw.mp4
1184,http://howto100m.inria.fr/dataset/S6SDlhjbBz8.webm
1185,http://howto100m.inria.fr/dataset/Va97uNyeRyc.mp4
1186,http://howto100m.inria.fr/dataset/6DwsEDxiSHU.mp4
1187,http://howto100m.inria.fr/dataset/lpOmbsDUnYE.mp4
1188,http://howto100m.inria.fr/dataset/t6X31VlvWzg.webm
1189,http://howto100m.inria.fr/dataset/36MuXzB6eQ0.mp4
1190,http://howto100m.inria.fr/dataset/FmK3gvGewTM.webm
1191,http://howto100m.inria.fr/dataset/2ifOUgpoXTE.webm
1192,http://howto100m.inria.fr/dataset/-H7_QT_SsU4.mp4
1193,http://howto100m.inria.fr/dataset/q2O_MHOAAUI.mp4
1194,http://howto100m.inria.fr/dataset/haxySLK-RvE.webm
1195,http://howto100m.inria.fr/dataset/N1fwQL3dlIg.mp4
1196,http://howto100m.inria.fr/dataset/FMLVpKkNF1g.mp4
1197,http://howto100m.inria.fr/dataset/ts89PMR81iA.mp4
1198,http://howto100m.inria.fr/dataset/RD9klc46kGw.mp4
1199,http://howto100m.inria.fr/dataset/RvuiJT_j_lE.mp4
1200,http://howto100m.inria.fr/dataset/xdCYzy0wD1E.webm
1201,http://howto100m.inria.fr/dataset/wD2pCmWqWOA.mp4
1202,http://howto100m.inria.fr/dataset/filU-EiIlyA.mp4
1203,http://howto100m.inria.fr/dataset/RymdrftoyeQ.mp4
1204,http://howto100m.inria.fr/dataset/FCcRCRw6Ung.mp4
1205,http://howto100m.inria.fr/dataset/RLSlgLq49mI.webm
1206,http://howto100m.inria.fr/dataset/grWRBUGps7s.mp4
1207,http://howto100m.inria.fr/dataset/QsEbid4Pn4A.mp4
1208,http://howto100m.inria.fr/dataset/oGtjxEKkp2g.mp4
1209,http://howto100m.inria.fr/dataset/GPd5PzSP7yI.mp4
1210,http://howto100m.inria.fr/dataset/RZukzueGE50.webm
1211,http://howto100m.inria.fr/dataset/_f7-Eq4H0D8.webm
1212,http://howto100m.inria.fr/dataset/IBKYz5tlvHI.mp4
1213,http://howto100m.inria.fr/dataset/omH0SRJXK9I.webm
1214,http://howto100m.inria.fr/dataset/noLL_gdxDnY.mp4
1215,http://howto100m.inria.fr/dataset/xrzo4eWqFb8.mp4
1216,http://howto100m.inria.fr/dataset/BYDxqwGhaWg.mp4
1217,http://howto100m.inria.fr/dataset/DrO8sBfZRA0.webm
1218,http://howto100m.inria.fr/dataset/jAp33U8rkQU.webm
1219,http://howto100m.inria.fr/dataset/XLXi83ruDk0.webm
1220,http://howto100m.inria.fr/dataset/96lrbhC4sDs.mp4
1221,http://howto100m.inria.fr/dataset/Wtqfvtg2lhg.mp4
1222,http://howto100m.inria.fr/dataset/09cTbzRIO48.mp4
1223,http://howto100m.inria.fr/dataset/anyA_q0AJWE.mp4
1224,http://howto100m.inria.fr/dataset/Wy32t4ICkRA.mp4
1225,http://howto100m.inria.fr/dataset/ejb4AfjNRpM.webm
1226,http://howto100m.inria.fr/dataset/Ev5gb4lo1nE.mp4
1227,http://howto100m.inria.fr/dataset/T5F6-iLlvCU.webm
1228,http://howto100m.inria.fr/dataset/OJnexDr4hPA.mp4
1229,http://howto100m.inria.fr/dataset/vFMpMh09lyY.mp4
1230,http://howto100m.inria.fr/dataset/PjeXFEgs2dI.mp4
1231,http://howto100m.inria.fr/dataset/e73XPKQzCYU.mp4
1232,http://howto100m.inria.fr/dataset/_rguct3kmMI.mp4
1233,http://howto100m.inria.fr/dataset/Cd15Ag4lMXQ.mp4
1234,http://howto100m.inria.fr/dataset/dlUVAlHsOzI.mp4
1235,http://howto100m.inria.fr/dataset/CmwubQfFFI0.mp4
1236,http://howto100m.inria.fr/dataset/x-l9gfNKN1w.mp4
1237,http://howto100m.inria.fr/dataset/bEzMs_dnoEg.mp4
1238,http://howto100m.inria.fr/dataset/Fvky87C95Yc.mp4
1239,http://howto100m.inria.fr/dataset/VP0bIxDZjfw.mp4
1240,http://howto100m.inria.fr/dataset/UlsCXfO_oiY.mp4
1241,http://howto100m.inria.fr/dataset/HC-pkOx_1G0.mp4
1242,http://howto100m.inria.fr/dataset/udRPDsr14v0.mp4
1243,http://howto100m.inria.fr/dataset/XzUvxSWwQ94.mp4
1244,http://howto100m.inria.fr/dataset/bJmpmSV5xho.mp4
1245,http://howto100m.inria.fr/dataset/98apgEsN-ck.mp4
1246,http://howto100m.inria.fr/dataset/2XnTSUAeCQA.mp4
1247,http://howto100m.inria.fr/dataset/w-_Ahdeh1gw.mp4
1248,http://howto100m.inria.fr/dataset/XZWCDCAyp0E.mp4
1249,http://howto100m.inria.fr/dataset/1gDgUetoYzE.mp4
1250,http://howto100m.inria.fr/dataset/IbUYknwsc3U.mp4
1251,http://howto100m.inria.fr/dataset/-DpVatXdiZY.mp4
1252,http://howto100m.inria.fr/dataset/-GR0GWWLkrI.mp4
1253,http://howto100m.inria.fr/dataset/UjTHsyZGUl8.mp4
1254,http://howto100m.inria.fr/dataset/bK_2ZH6gybw.mp4
1255,http://howto100m.inria.fr/dataset/6ZnzgfjgW6s.mp4
1256,http://howto100m.inria.fr/dataset/rxhqhArjRNE.mp4
1257,http://howto100m.inria.fr/dataset/ueBXVhSwjFE.mp4
1258,http://howto100m.inria.fr/dataset/Cas8121ivs8.mp4
1259,http://howto100m.inria.fr/dataset/LnFy7TwkL8w.mp4
1260,http://howto100m.inria.fr/dataset/RSY0CpvfNKc.mp4
1261,http://howto100m.inria.fr/dataset/v-MFpM74SNw.mp4
1262,http://howto100m.inria.fr/dataset/HKWAbR9ZwIc.mp4
1263,http://howto100m.inria.fr/dataset/VkCSbn2XgQU.mp4
1264,http://howto100m.inria.fr/dataset/8T2c_YzKTI4.mp4
1265,http://howto100m.inria.fr/dataset/tC5VdGhbqWo.mp4
1266,http://howto100m.inria.fr/dataset/pW39t7A2Y6Q.mp4
1267,http://howto100m.inria.fr/dataset/B3rJBMUDZWA.mp4
1268,http://howto100m.inria.fr/dataset/FUX7s5i3V1U.mp4
1269,http://howto100m.inria.fr/dataset/bd-I__KeGME.mp4
1270,http://howto100m.inria.fr/dataset/33dPfhHc1BA.mp4
1271,http://howto100m.inria.fr/dataset/HqAGFhH-SsE.mp4
1272,http://howto100m.inria.fr/dataset/3IG0gdQ8AA4.mp4
1273,http://howto100m.inria.fr/dataset/gO7g1yR3eg0.mp4
1274,http://howto100m.inria.fr/dataset/dPY0rvT4U2M.mp4
1275,http://howto100m.inria.fr/dataset/NxL9Jrc8-R0.mp4
1276,http://howto100m.inria.fr/dataset/Y__8z5mgf_4.mp4
1277,http://howto100m.inria.fr/dataset/D0W1hSKxH-Q.mp4
1278,http://howto100m.inria.fr/dataset/PbxuKn_aBkc.mp4
1279,http://howto100m.inria.fr/dataset/afZja14f0GE.mp4
1280,http://howto100m.inria.fr/dataset/n-CU_KtMfhM.mp4
1281,http://howto100m.inria.fr/dataset/fL3hkx8r5UY.mp4
1282,http://howto100m.inria.fr/dataset/EWfwIzVUwa4.mp4
1283,http://howto100m.inria.fr/dataset/-MQD3WUWjxo.mp4
1284,http://howto100m.inria.fr/dataset/TN5ZTtqLP1U.mp4
1285,http://howto100m.inria.fr/dataset/HFomdhoZkhE.mp4
1286,http://howto100m.inria.fr/dataset/VSf6MD_byH8.mp4
1287,http://howto100m.inria.fr/dataset/aP48-gyLha4.mp4
1288,http://howto100m.inria.fr/dataset/R-lMXKQreRk.mp4
1289,http://howto100m.inria.fr/dataset/XHEGsZ3NtHY.mp4
1290,http://howto100m.inria.fr/dataset/39Fx78c57wk.mp4
1291,http://howto100m.inria.fr/dataset/R7GFG7RbrTY.mp4
1292,http://howto100m.inria.fr/dataset/x3A-P7_eOlM.mp4
1293,http://howto100m.inria.fr/dataset/KRGCGthav88.mp4
1294,http://howto100m.inria.fr/dataset/k1UrzHzNvQA.mp4
1295,http://howto100m.inria.fr/dataset/POJ8pe2Ills.mp4
1296,http://howto100m.inria.fr/dataset/gbXogZsH_-8.mp4
1297,http://howto100m.inria.fr/dataset/-8fX21PP9x0.mp4
1298,http://howto100m.inria.fr/dataset/5W0YwXcJ_XE.mp4
1299,http://howto100m.inria.fr/dataset/nS3fhLCMQOY.mp4
1300,http://howto100m.inria.fr/dataset/b2WKNH6VtTY.mp4
1301,http://howto100m.inria.fr/dataset/aMg9C_EMovY.mp4
1302,http://howto100m.inria.fr/dataset/yJxrLj8-u5o.mp4
1303,http://howto100m.inria.fr/dataset/P3PKH5vZccM.mp4
1304,http://howto100m.inria.fr/dataset/SsPQmBbBg44.mp4
1305,http://howto100m.inria.fr/dataset/xXKRwERvM8Q.mp4
1306,http://howto100m.inria.fr/dataset/K4_2XPwlIkk.mp4
1307,http://howto100m.inria.fr/dataset/jRjt0B-LHY0.mp4
1308,http://howto100m.inria.fr/dataset/BqSJBFjqUnM.mp4
1309,http://howto100m.inria.fr/dataset/m51qwR8zsI8.mp4
1310,http://howto100m.inria.fr/dataset/QF9bnk6OCyM.mp4
1311,http://howto100m.inria.fr/dataset/C2Hz1Owakcg.mp4
1312,http://howto100m.inria.fr/dataset/nGiORCYHkMo.mp4
1313,http://howto100m.inria.fr/dataset/1zvW674dQiA.mp4
1314,http://howto100m.inria.fr/dataset/1mZZTQBnmZ8.mp4
1315,http://howto100m.inria.fr/dataset/VsxjDVQqcFE.mp4
1316,http://howto100m.inria.fr/dataset/KGdyM7eUfEQ.mp4
1317,http://howto100m.inria.fr/dataset/hbsNoHnYKSU.mp4
1318,http://howto100m.inria.fr/dataset/peX_A_tc67U.mp4
1319,http://howto100m.inria.fr/dataset/XjnumbA6nCI.mp4
1320,http://howto100m.inria.fr/dataset/_EIe9zwgsNo.mp4
1321,http://howto100m.inria.fr/dataset/i0EUprwDKQ0.mp4
1322,http://howto100m.inria.fr/dataset/AialpTL_GyM.mp4
1323,http://howto100m.inria.fr/dataset/BbnLEtwkxD8.mp4
1324,http://howto100m.inria.fr/dataset/w5yFwvNf1rM.mp4
1325,http://howto100m.inria.fr/dataset/vFmwDrAdNUo.mp4
1326,http://howto100m.inria.fr/dataset/rpoNfFxTwBw.mp4
1327,http://howto100m.inria.fr/dataset/45s22BXK40U.mp4
1328,http://howto100m.inria.fr/dataset/tDSdf3PPtfc.mp4
1329,http://howto100m.inria.fr/dataset/4GTmxtQGVJQ.mp4
1330,http://howto100m.inria.fr/dataset/jbuZZay-_Rw.mp4
1331,http://howto100m.inria.fr/dataset/hnJsP6WqlYw.mp4
1332,http://howto100m.inria.fr/dataset/JW9yOd2Q2Ao.mp4
1333,http://howto100m.inria.fr/dataset/duJcPmiNB-U.mp4
1334,http://howto100m.inria.fr/dataset/4gK1PSZeYzM.mp4
1335,http://howto100m.inria.fr/dataset/HLXkxg4Fl34.mp4
1336,http://howto100m.inria.fr/dataset/OY10UnBeBBY.mp4
1337,http://howto100m.inria.fr/dataset/TQZMbrbkE6c.mp4
1338,http://howto100m.inria.fr/dataset/fMDmMIXdM60.mp4
1339,http://howto100m.inria.fr/dataset/YRHlSMaboBE.mp4
1340,http://howto100m.inria.fr/dataset/UzghtVBr8Gk.mp4
1341,http://howto100m.inria.fr/dataset/9dGh1rSPqkE.mp4
1342,http://howto100m.inria.fr/dataset/1beJ56Ee-kM.mp4
1343,http://howto100m.inria.fr/dataset/4VudEEZndck.mp4
1344,http://howto100m.inria.fr/dataset/1kCrEkzzxDU.mp4
1345,http://howto100m.inria.fr/dataset/mYdV19WRDlA.mp4
1346,http://howto100m.inria.fr/dataset/Vz6V70OKm_I.mp4
1347,http://howto100m.inria.fr/dataset/smS0FLFgXEk.mp4
1348,http://howto100m.inria.fr/dataset/grTb_nGLfGk.mp4
1349,http://howto100m.inria.fr/dataset/3VOb14PG51w.mp4
1350,http://howto100m.inria.fr/dataset/ym72sXIdYe0.mp4
1351,http://howto100m.inria.fr/dataset/81ET-EzcWZg.mp4
1352,http://howto100m.inria.fr/dataset/_6TlO_kEm1k.mp4
1353,http://howto100m.inria.fr/dataset/5tfPxwbjlZY.mp4
1354,http://howto100m.inria.fr/dataset/tODm63Y_FbQ.mp4
1355,http://howto100m.inria.fr/dataset/yRqB6DzeWX0.mp4
1356,http://howto100m.inria.fr/dataset/Y7wz5MnUbSg.mp4
1357,http://howto100m.inria.fr/dataset/sjpXdiz_keI.mp4
1358,http://howto100m.inria.fr/dataset/1Wyskuy6G0M.mp4
1359,http://howto100m.inria.fr/dataset/bfIQXTtuHm0.mp4
1360,http://howto100m.inria.fr/dataset/ADY3ufjxYhc.mp4
1361,http://howto100m.inria.fr/dataset/hy76y1wGVsc.mp4
1362,http://howto100m.inria.fr/dataset/TzFi7IFlD20.mp4
1363,http://howto100m.inria.fr/dataset/gafFg7sYeUE.webm
1364,http://howto100m.inria.fr/dataset/jiVTMGhElnE.mp4
1365,http://howto100m.inria.fr/dataset/Gq1HI6c8JYw.webm
1366,http://howto100m.inria.fr/dataset/hIgndJM6leY.mp4
1367,http://howto100m.inria.fr/dataset/mf4b3dwjwnk.webm
1368,http://howto100m.inria.fr/dataset/3IWPtQtZCmw.mp4
1369,http://howto100m.inria.fr/dataset/Z5oZ-DAGr9Y.mp4
1370,http://howto100m.inria.fr/dataset/oq4qd8-Lba0.mp4
1371,http://howto100m.inria.fr/dataset/lhg66PKPffA.mp4
1372,http://howto100m.inria.fr/dataset/M7Yo9Ml7SEg.webm
1373,http://howto100m.inria.fr/dataset/W7xU6Z_hbgE.mp4
1374,http://howto100m.inria.fr/dataset/2ovgEJlTuQ0.mp4
1375,http://howto100m.inria.fr/dataset/SceEqyCB6AA.mp4
1376,http://howto100m.inria.fr/dataset/uCSx7bolyKY.mp4
1377,http://howto100m.inria.fr/dataset/3qDYt5t9OWE.mp4
1378,http://howto100m.inria.fr/dataset/cq3TW-eF2vM.mp4
1379,http://howto100m.inria.fr/dataset/cp0pJDL5zhE.webm
1380,http://howto100m.inria.fr/dataset/Bfxt6AP8qj4.mp4
1381,http://howto100m.inria.fr/dataset/TF87hL_YBMU.mp4
1382,http://howto100m.inria.fr/dataset/u505j0trqMk.webm
1383,http://howto100m.inria.fr/dataset/LdGFQqeKBfY.mp4
1384,http://howto100m.inria.fr/dataset/CZ-kDEPwvnQ.mp4
1385,http://howto100m.inria.fr/dataset/dN2WvEBgkA8.mp4
1386,http://howto100m.inria.fr/dataset/wJOK_8x8fVQ.webm
1387,http://howto100m.inria.fr/dataset/mfq4tocpluM.mp4
1388,http://howto100m.inria.fr/dataset/060Ye7RTZAE.webm
1389,http://howto100m.inria.fr/dataset/aBVWW3frDpY.mp4
1390,http://howto100m.inria.fr/dataset/U080atLxxPw.mp4
1391,http://howto100m.inria.fr/dataset/W2BUGjXq8W4.mp4
1392,http://howto100m.inria.fr/dataset/Nm1-E-RCW-Y.webm
1393,http://howto100m.inria.fr/dataset/bs_z-UqqK3g.mp4
1394,http://howto100m.inria.fr/dataset/9CRB95wF22A.mp4
1395,http://howto100m.inria.fr/dataset/yE56l8JXP_k.mp4
1396,http://howto100m.inria.fr/dataset/7_565pnlpmk.mp4
1397,http://howto100m.inria.fr/dataset/BtEM1U8Ljww.webm
1398,http://howto100m.inria.fr/dataset/7IaDVRAlKz0.mp4
1399,http://howto100m.inria.fr/dataset/TfQTdO4B1qo.mp4
1400,http://howto100m.inria.fr/dataset/z5TA7oWKsj8.webm
1401,http://howto100m.inria.fr/dataset/nE94S7lWNuk.mp4
1402,http://howto100m.inria.fr/dataset/43TWSxvaSUE.mp4
1403,http://howto100m.inria.fr/dataset/I9vtBjjzgf4.mp4
1404,http://howto100m.inria.fr/dataset/sw4s4y1oIPA.mp4
1405,http://howto100m.inria.fr/dataset/2LKooJnMdLk.mp4
1406,http://howto100m.inria.fr/dataset/hfJIucuREqA.mp4
1407,http://howto100m.inria.fr/dataset/UQ5hZQ7dc-k.mp4
1408,http://howto100m.inria.fr/dataset/Fe81arEHD9I.mp4
1409,http://howto100m.inria.fr/dataset/pVG4qiVCDo8.mp4
1410,http://howto100m.inria.fr/dataset/jLqGKTjRdVY.mp4
1411,http://howto100m.inria.fr/dataset/qlZCDfAjUP4.mp4
1412,http://howto100m.inria.fr/dataset/z0YqF_caxYM.mp4
1413,http://howto100m.inria.fr/dataset/7isIy99cuxY.mp4
1414,http://howto100m.inria.fr/dataset/RIXZl840dbk.webm
1415,http://howto100m.inria.fr/dataset/RLzJsOngIco.webm
1416,http://howto100m.inria.fr/dataset/XLLGWADqgDE.mp4
1417,http://howto100m.inria.fr/dataset/h5ggLYHWw-s.mp4
1418,http://howto100m.inria.fr/dataset/6kXoQZPmPe0.mp4
1419,http://howto100m.inria.fr/dataset/HH-B851GXcY.mp4
1420,http://howto100m.inria.fr/dataset/9K4aSP3mZ24.webm
1421,http://howto100m.inria.fr/dataset/NXOZSp0TFBw.mp4
1422,http://howto100m.inria.fr/dataset/rLg7zT7J2QI.webm
1423,http://howto100m.inria.fr/dataset/th9oi3d4H1w.webm
1424,http://howto100m.inria.fr/dataset/ZyLzfQ9wpn0.mp4
1425,http://howto100m.inria.fr/dataset/prBELmWjq3g.mp4
1426,http://howto100m.inria.fr/dataset/URjINeb8qS8.mp4
1427,http://howto100m.inria.fr/dataset/-iFPi66tHsY.mp4
1428,http://howto100m.inria.fr/dataset/Jxkn1dch4_8.mp4
1429,http://howto100m.inria.fr/dataset/RMHGJtd_to0.mp4
1430,http://howto100m.inria.fr/dataset/uaH5lT4wb8A.mp4
1431,http://howto100m.inria.fr/dataset/jXSRVFnDtv0.mp4
1432,http://howto100m.inria.fr/dataset/Ht7mK5dX0es.webm
1433,http://howto100m.inria.fr/dataset/lrKoL2qgbXA.webm
1434,http://howto100m.inria.fr/dataset/fWPJKFpUq_8.mp4
1435,http://howto100m.inria.fr/dataset/p1VIqyqzVJA.mp4
1436,http://howto100m.inria.fr/dataset/IBeh5m-JYPQ.mp4
1437,http://howto100m.inria.fr/dataset/pWGFDQ-Hp7s.mp4
1438,http://howto100m.inria.fr/dataset/nArghUFUMwk.mp4
1439,http://howto100m.inria.fr/dataset/y6vhuiikde0.mp4
1440,http://howto100m.inria.fr/dataset/2LrQfpg5HGI.mp4
1441,http://howto100m.inria.fr/dataset/UwInSQnTd5I.mp4
1442,http://howto100m.inria.fr/dataset/abmMvdTmwcM.mp4
1443,http://howto100m.inria.fr/dataset/PL9brEbCda8.mp4
1444,http://howto100m.inria.fr/dataset/Exc98VchPhw.mp4
1445,http://howto100m.inria.fr/dataset/8ZNADq_w51I.mp4
1446,http://howto100m.inria.fr/dataset/JWgTOtYK4Do.mp4
1447,http://howto100m.inria.fr/dataset/tV_kLq5Kcpc.mp4
1448,http://howto100m.inria.fr/dataset/0AT8OahEd7g.mp4
1449,http://howto100m.inria.fr/dataset/yrJ8ILvuAsE.mp4
1450,http://howto100m.inria.fr/dataset/ylHy9-8MO8w.mp4
1451,http://howto100m.inria.fr/dataset/9IAnIniRKAc.mp4
1452,http://howto100m.inria.fr/dataset/SRO3Ikfjiuk.mp4
1453,http://howto100m.inria.fr/dataset/-kUipUnsEVI.mp4
1454,http://howto100m.inria.fr/dataset/xBfaYO87uAk.webm
1455,http://howto100m.inria.fr/dataset/zRKiA61tFdc.mp4
1456,http://howto100m.inria.fr/dataset/WAKCrbDNBhg.mp4
1457,http://howto100m.inria.fr/dataset/WrY73sHBXgI.mp4
1458,http://howto100m.inria.fr/dataset/eZ1cEteTPK4.mp4
1459,http://howto100m.inria.fr/dataset/IMdVtoAQD7s.mp4
1460,http://howto100m.inria.fr/dataset/fdGV87EPKXs.mp4
1461,http://howto100m.inria.fr/dataset/je7So1yhIhs.mp4
1462,http://howto100m.inria.fr/dataset/3RR1oiXWlWU.mp4
1463,http://howto100m.inria.fr/dataset/XZ_j1yiD9rc.mp4
1464,http://howto100m.inria.fr/dataset/z_LKXWmkuGg.mp4
1465,http://howto100m.inria.fr/dataset/0SY1E8NvTFE.mp4
1466,http://howto100m.inria.fr/dataset/FkqXppOwLzc.mp4
1467,http://howto100m.inria.fr/dataset/GpVWEgS6ua4.mp4
1468,http://howto100m.inria.fr/dataset/kqce67yoskE.webm
1469,http://howto100m.inria.fr/dataset/r_OD0noC0Kw.webm
1470,http://howto100m.inria.fr/dataset/3QQgPxqalt0.webm
1471,http://howto100m.inria.fr/dataset/XId0vgS3SjM.webm
1472,http://howto100m.inria.fr/dataset/hnhTdHanHVw.mp4
1473,http://howto100m.inria.fr/dataset/W6WaZMiV1yI.mp4
1474,http://howto100m.inria.fr/dataset/eWrhHzWxC2w.mp4
1475,http://howto100m.inria.fr/dataset/FffJ1yDLjjI.mp4
1476,http://howto100m.inria.fr/dataset/trgf13YSJTw.mp4
1477,http://howto100m.inria.fr/dataset/Yot7LDe9FsY.webm
1478,http://howto100m.inria.fr/dataset/ub1wkPZL724.mp4
1479,http://howto100m.inria.fr/dataset/w4P10GHJers.mp4
1480,http://howto100m.inria.fr/dataset/1_O_DQtzypY.mp4
1481,http://howto100m.inria.fr/dataset/lA4SKGIbBPM.mp4
1482,http://howto100m.inria.fr/dataset/c0sYXrID16A.mp4
1483,http://howto100m.inria.fr/dataset/UewcaOftVeM.webm
1484,http://howto100m.inria.fr/dataset/VnHkunYdEww.mp4
1485,http://howto100m.inria.fr/dataset/_u8ZKKzJ1xI.mp4
1486,http://howto100m.inria.fr/dataset/xawi1vYBRtE.mp4
